"title","id","year"
"Urban scaling in rapidly urbanising China","4564903598574620162",2022,empirical
"Growing urban roads","14453240187264230059",2003,model
"Using Models to Explore Possible Futures (Contingency and Complexity)","12197526370924080248",2017,method
"De la géométrie des réseaux viaires à l'organisation spatiale intra-urbaine","7783888615383088922",2009,empirical
"Reconfigurations territoriales des services publics dans les villes françaises (2009-2018)","13327091030741413170",2020,empirical
"Operational research for sustainability: a synthesis of methods, applications and challenges","4523086632597575197",2025,theory
" Topological Structure of Road Networks: Models and Computation Methods","4660026111094656840",2024,theory
" Projecting land-use and land cover change in a subtropical urban watershed","6866303290961183999",2018,model
"The role of internet and open access journals in the internationalisation of geography","2746231583006991350",2022,theory
" Urban growth patterns in India: Spatial analysis for sustainable development","8537757290911300705",2020,empirical
" Urban growth assessment and prediction using RS, GIS and SLEUTH model for a heterogeneous urban fringe","14835507482471734899",2017,model
"Conception and use of an individual-based model of residential choice in a planning decision process. Feedback from an experimental trial in the city of Besançon …","3668746678124142012",2016,model
"La cuestión de las ciudades en la ordenación del territorio europeo","9364844832470680964",2003,theory
"Du rôle des relations de voisinage dans l'organisation géographique: l'exemple du bassin industriel de Lacq","7231654413376461510",1999,empirical
"Agent-based Social Simulation of Government Incentives for Diversifying Rubber in Yunnan, China","9064016505497228507",2014,model
"Challenges for land system science","16094935012243709134",2012,theory
"Decentralising the United Kingdom: the Northern Powerhouse strategy and urban ownership links between firms since 2010","15793484840036520772",2021,empirical
"Análisis de Sensibilidad aplicado a modelos de crecimiento urbano basados en autómatas celulares de estructura irregular","17616251620934659123",2019,method
" Les centres organisateurs de l'écoumène: des formes structurantes pour l'identité culturelle","16614387269037964747",2008,theory
"Simulating urban networks through multiscalar space-time dynamics: Europe and the United States, 17th-20th centuries","5117809650286943908",2010,model
"Selecting among five common modelling approaches for integrated environmental assessment and management","17472739330915455751",2013,method
"An agent-based approach to model farmers' land use cover change intentions","6380832590020911751",2019,model
"Endogenous growth in a spatial economy: the impact of globalization on innovations and convergence","14479446316112337681",2021,empirical
"Multi-scaling allometric analysis for urban and regional development","3164694694656278017",2017,theory
"Unveiling co-evolutionary patterns in systems of cities: a systematic exploration of the simpopnet model","15978898889390862510",2020,empirical
"Methods for multilevel analysis and visualisation of geographical networks","12605562452359447371",2013,theory
"in Human Geography","5158341120380997701",2025,NA
"Models in geography revisited","18363089109623062456",2008,theory
"La prospettiva della complessità nello studio dei sistemi urbani e regionali e nell'economia in generale","953536231973309836",2009,theory
"Maritime networks as systems of cities: The long-term interdependencies between global shipping flows and urban development (1890–2010)","14028399761474172361",2018,empirical
" Simulating Farmer Adoption of Agricultural Best Management Practices in the Upper Medway Creek Subwatershed","4073866892255037398",2018,model
"Slipstreaming human geosimulation in virtual geographic environments","15291379627993605290",2015,theory
"Urban scaling and the geographic concentration of inequalities by city size","4733048767667305395",2019,theory
" Le concept de centralité à l'épreuve du tourisme: Réflexions critiques","1070083912864030682",2017,theory
"Developing an automated method for the application of lidar in iumat land-use model: Analysis of land-use changes using building-form parameterization, GIS, and …","6185412301141383663",2019,model
" devant l'Universit e de Rennes","7564072865509470468",NA,NA
"High Resolution Urban Land-use Change Modeling: Agent iCity Approach","567835062875900008",2012,model
" The multi-scale structural complexity of urban morphology in China","9128611803951083322",2022,empirical
"Les villes et le paradigme de la complexité","15946221945085005042",2007,theory
"An Incremental Multi-Modelling Method to Simulate Systems of Cities' Evolution","17793658929212070322",2017,method
" Modelling urban dynamics in rapidly urbanising Indian cities","17143121939481365509",2018,model
"Instrumentos de simulación prospectiva del crecimiento urbano","15890267424776172210",2010,theory
"Trois décennies de modélisation des systèmes de villes: sources d'inspiration, concepts, formalisations","11112151000177189874",2013,theory
" The saga of integrated land use-transport modeling: how many more dreams before we wake up?","17733260940907186980",2003,theory
"The organization of urban systems","4462795313765709244",2009,theory
" Polyspatial agents for multi‐Scale urban simulation and regional policy analysis","4270554917962459477",2012,model
" Modelling land use change: improving the prediction of future land use patterns","9706379769332692900",2009,theory
" Modelling spatial and temporal urban growth","1563457611035338006",2003,theory
"Formalisation d'un système de simulation pour l'évaluation de la vulnérabilité du réseau maritime","17766446934842742812",2017,model
"Multi-actor-based land use modelling: spatial planning using agents","16294527530169483714",2001,model
"GIS: agent-based modeling and evaluation of an earthquake-stricken area with a case study in Tehran, Iran","13039527991243208123",2013,model
" Assessing and predicting the impact of land use and land cover change on groundwater using geospatial techniques: A case study of Tabuk, Saudi Arabia","8451820107164625344",2020,model
"Intercity economic networks under recession: Counterintuitive results on the evolution of Russian cities in multinational firm networks from 2010 to 2019","1482278024213996449",2024,empirical
"The use of agent-based modeling for studying the social and physical environment of cities","14197557710880445716",2016,theory
"Sustainable brownfields land use change modeling using GIS-Based weights-of-evidence approach","9816868598413894557",2016,model
" Modelling urban growth: Integrating both physical and human dimensions in developing world context","3893228733524062253",2017,method
"행위자 기반 도시모형의 장점 및 한계 분석에 관한 연구","10724732245083734460",2012,NA
" The effectiveness of the Williamson act: A spatial analysis","16970436236812572240",2007,empirical
"Agriculture, climate and future land use patterns: potential for a simulation-based exploration","11964379820281788256",2006,theory
"Selecting artificial intelligence urban models using waves of complexity","15985506657839418105",2013,method
"A cellular automata intraurban model with prices and income-dif erentiated actors","17202227865283790154",2012,model
"Structure, entropy and evolution of systems of cities","12963534917906012480",2022,theory
"De la singularité en géographie","12539903486707291352",2017,theory
" KENTSEL SİSTEM ARAŞTIRMALARINDA MERKEZİ YERLER KURAMINDAN ŞEHİRSEL AĞ SİSTEMİNE GEÇİŞ","13788124502432263626",2012,NA
"An integrated land-use/transportation forecasting and planning model","2439080640369208058",2021,model
"Development of Sustainable Metropolitan Areas Using a Multi-Scale Decision Support System","7183223153297170479",2012,model
" Introduction to computational social science","7004246026718578944",2014,theory
"Coupling agent-based, cellular automata and logistic regression into a hybrid urban expansion model (HUEM)","9282824117735338283",2017,model
" From classic models to incremental models","7456300164299534042",2008,theory
"Changing crops in response to climate: Virtual Nang Rong, Thailand in an agent based simulation","8389512890532465612",2014,model
"Trois concepts-clés pour les modèles morphodynamiques de la ville","13958900870665395962",1998,theory
"ART‐P‐MAP neural networks modeling of land‐use change: accounting for spatial heterogeneity and uncertainty","10147527693407885287",2015,method
"Assuming it is all about conditions. Framing a simulation model for complex, adaptive urban space","2931953751120831589",2016,model
"Coupling fuzzy clustering and cellular automata based on local maxima of development potential to model urban emergence and expansion in economic …","6173217051761470061",2020,model
"Scale and the representation of human agency in the modeling of agroecosystems","1059741913323240503",2015,theory
"Experimental simulation: using generative modeling and palaeoecological data to understand human-environment interactions","15110810362020476362",2016,model
" Growth and hierarchy of cities in Algeria: Application of the Rank-Size rule","13183713085894542126",2021,empirical
" Une théorie géographique des villes","9332685664450147168",2010,theory
"Simulating spatiotemporal dynamics of urbanization with multi-agent systems—A case study of the Phoenix metropolitan region, USA","17478369050390907405",2011,model
"Predicting Urban Sprawl Patterns Around Eldoret Town Using Remote Sensing And Gis Techniques","9218525182442725918",2022,model
" Simulating Urban Expansion Dynamics via the Cellular-Automata-based SLEUTH model: A Case Study in Auckland Metropolitan Area","1148507555268011516",2022,model
"Les entreprises multinationales: un processus urbain dans un environnement international et transnational","11026099004762293427",2007,theory
" Cellular automata","2019428347600350491",2009,theory
"Can geocomputation save urban simulation? Throw some agents into the mixture, simmer and wait...","9017046820477933978",2001,theory
"An intelligent geospatial processing unit for image classification based on geographic vector agents (GVAs)","12347886535481453180",2016,model
"Sensibilité prospective des entreprises à l'amélioration de l'accessibilité ferroviaire: le cas de la ligne à grande vitesse Bretagne–Pays de la Loire","11557341578754353574",2018,empirical
"Les voies de l'interaction et les hiérarchies urbaines","6169420552147603271",2019,theory
" Exurban Land Cover and Land Market Evolution: Analysis, Review and Computational Experimentation of Spatial and Agent Heterogeneity from the …","15183123398193649900",2013,theory
"Scaling laws and urban systems1","13461909668361465012",2024,theory
"Ontogeny and ontology in complex systems modeling","15999804065271123212",2008,theory
"Agent-based modelling","9339799255343055429",2014,theory
"Modelling land-use change: theories and methods","11596798122288810049",2007,theory
" Developing a Multi-Thread Spatial Autocorrelation (MuTSA) model: A case study of urban growth for Denver, Colorado","15841457542446628640",2008,model
"Agent-based models–because they're worth it?","1334384957061324129",2011,theory
"Modelling human decision-making","18283353985821338905",2003,model
"Strategic Planning for the Development of Sustainable Metropolitan Areas using a Multi-Scale Decision Support System–The Vienna Case","8206891849451652408",2012,model
" Journal of Urban Management","5407081167764051686",NA,NA
"A method to dynamically subdivide parcels in land use change models","7533147641744101500",2013,model
"Spatial, temporal and hierarchical variability of the factors driving urban growth: a case study of the Treasure Valley of Idaho, USA","9918088684226107754",2018,empirical
"Interactions Localisations Transport. Projet ILOT–Phase I. Rapport final pour la DRAST","10775133384675889380",2006,NA
"Resilience and Sustainability in Urban Land Dynamics in Africa: A Review","6004929873065039335",2021,theory
"Spatial dynamic modeling of tropical forest change","13640907672751308078",2020,model
"Intelligence artificielle et agents collectifs: le modèle EUROSIM","5044199515963876809",2005,model
"Perspectives on agent-based models and geographical systems","2998773512282337969",2011,theory
" Sustainable population growth in low-density areas in a new technological era: Prospective thinking on how to support planning policies using complex …","8885176836442282938",2020,theory
"Modeling-in-the-middle: bridging the gap between agent-based modeling and multi-objective decision-making for land use change","8097236235880629672",2011,model
" Cities as complex systems: Scaling, interaction, networks, dynamics and urban morphologies","14617509989626150140",2009,theory
"Understanding the Co-emergence of urban location choice and mobility patterns: empirical studies and an integrated geospatial and agent-based model","4075944787565694250",2017,model
" Les interaction spatiales","3803539789186492830",2001,theory
"Land use optimization allocation based on multi-agent genetic algorithm","13618833993400796602",2014,model
" Ownership transformation in East-Central Europe in the pre EU-accession period. Inter-firm ties and control functions: The case of Poland.","2009004458248905692",2021,empirical
"Stochastic equations and cities","11822725272652655035",2023,theory
"Sustainability Transitions: Multi-scale modelling of renewable energy technologies diffusion and urban resilience under a network approach in the Swiss Alps and in …","18135769380094122576",2021,model
"Cognition and decision in multi-agent modeling of spatial entities at different geographical scales","10320757074828977492",2006,method
"Regional land-use allocation using a coupled MAS and GA model: From local simulation to global optimization, a case study in Caidian District, Wuhan, China","956715336561855046",2014,model
"Theoretical foundations of human decision-making in agent-based land use models–A review","11040803452281432614",2017,theory
"A Strategic Planning Problem: The Relationship Between Urban Transformation Outcomes and the Temporal Order of Planned Projects","14844056155070210213",2022,theory
"Decrease, resistance and transformation of the textile industry in French cities and towns, from the 1960's to the 2010's","1696919515427773907",2019,empirical
"Les environnements: en avoir ou pas? Formalisation du concept et patterns d'implémentation","13676114150658129158",2014,theory
" Wirtschaftliche Strukturtypen als Indikator für die Verstärkung der internationalen Netzwerkeinbindung der Alpenstädte","6487447274384549470",2001,empirical
"The explicit representation of context in agent-based models of complex adaptive spatial systems","2097785625345871813",2010,theory
"Complementarity of generative models for road networks","13894831270024863728",2021,method
"Identification de causalités dans des données spatio-temporelles","11103404614960143975",2017,method
"Dual-agent simulation model of the residential development process: an institutional approach to explaining the spatial patterns of residential developments in France …","5579874628272378333",2013,model
"Walk on City Maps-Mathematical and Physical phenomenology of the City, a Geometrical approach","18176576547278072180",2012,theory
"A design and application of a multi-agent system for simulation of multi-actor spatial planning","3012866493398060599",2004,model
"Determining Urban Expansion Areas Using Parcel-Based Estimation Model: Saray Case Study","10311278955382633174",2023,model
"Littoralisation de la façade nord-méditerranéenne: analyse spatiale et prospective dans le contexte du changement climatique","2039337691618060823",2013,empirical
"Occupation et usage du littoral, évolution, déterminants, conséquences","10281699576148101733",2021,theory
"Validation of an agent-based model for spatial planning: A role-playing approach","10845554180959483153",2010,method
" Doctorat en sciences en: Architecture","13154656885058430344",2018,NA
"Coupled connectivity in the global complex network: the case of United Kingdom (1880–1925)","3799163699784741205",2024,empirical
"Is urban future predictable?","17269485249550820540",2017,theory
"Landscape-scale effects of farmers' restoration decision making and investments in central Malawi: an agent-based modeling approach","10966877555731444974",2022,model
"Agent‐based models and the spatial sciences","2385798242732259920",2010,theory
"Addressing foundational elements of regional land-use change forecasting","4600166325749748157",2010,theory
"El otro territorio. Transformaciones sociodemográficas y género de vida en las localidades menores de la provincia de Buenos Aires. El caso del partido de General …","8433095294295219562",2020,empirical
"Villes et réseaux de transport: des interactions dans la longue durée (France, Europe, Etats-Unis)","2846463784312482547",2009,empirical
"The dynamics of shifting cultivation captured in an extended Constrained Cellular Automata land use model","3566364315052604343",2009,model
" Modelling the influence of neighbourhood design on daily trip patterns in urban neighbourhoods","4890050313658954637",2010,model
"Analyzing spatiotemporal patterns of urbanization in Treasure Valley, Idaho, USA","8330511140404205519",2018,empirical
" Modeling historical land cover and land use: a review from contemporary modeling","8634471783669829405",2015,theory
"Les villes dans l'espace-temps: vitesse des communications et structuration des territoires à l'échelle intra et interurbaine","12578422881285893687",2005,theory
"Lois d'échelle et mesure des inégalités en géographie","1568566528500813094",2007,theory
" L'invention permanente: la hiérarchie urbaine»","2098787662434843164",2004,theory
"Exploring subtle land use and land cover changes: a framework for future landscape studies","16594568075726552895",2010,model
"Actors and factors in land-use simulation: The challenge of urban shrinkage","15655758431366645166",2012,theory
"Les petites villes européennes comme enjeu d'équité territoriale","6518508312288731517",2019,theory
"Land-use policy and planning, theorizing, and modeling: lost in translation, found in complexity?","15190655065485357093",2008,theory
"Spatial agent-based models for socio-ecological systems: Challenges and prospects","12713393356621567464",2013,theory
"The dynamic geometry of geographical vector agents","7561521258432158030",2007,theory
"L'AFRIQUE DU SUD EST-ELLE UN CAS A PART? ANALYSE D'UNE HYBRIDITÉ URBAINE","10670483609335227553",2016,empirical
"From biological to urban cells: lessons from three multilevel agent-based models","11987270244257239009",2010,model
"Modeling fractal structure of systems of cities using spatial correlation function","664925057023995299",2010,model
" Pour obtenir le diplôme de doctorat","10066656456404580170",2017,NA
"Mathematical modelling of social phenomena in urban areas","15950254231837696886",2021,model
"Spatiotemporal scale dependency and other sensitivities in dynamic land-use change simulations","15035909604965957809",2013,method
" Normativité des modèles et régimes du futur. Trois communautés d'anticipation dans les sciences de la complexité","4948641030523024100",2020,theory
"Scaling laws, economic growth, education and crime: evidence from Brazil","15041174927520018159",2014,empirical
" The invisible hand in economics: How economists explain unintended social consequences","14139785554077172820",2008,theory
"Towards a voxel-based geographic automata for the simulation of geospatial processes","13663827315225267108",2016,model
"Mémoires de terres. L'urbanisation du Levant nord au IIIe millénaire par la pétrographie céramique","7657420330907441289",2019,empirical
"A game-theory based agent-cellular model for use in urban growth simulation: A case study of the rapidly urbanizing Wuhan area of central China","17602037694989777118",2015,model
"Reflections on entropy, complexity and spatial dynamics: the rebirth of theory?","2239240246823064864",2021,theory
" Learning cellular automata: modelling urban modelling","5987279230863262066",1998,model
"A vector-agent approach to (spatiotemporal) movement modelling and reasoning","7593348610365149148",2022,model
" Urban models: Progress and perspective","8100370271377013805",2024,theory
"Challenges in evaluating models of geographic complexity","17645208072193533929",2007,theory
"Methodology for eliciting, encoding and simulating human decision making behaviour","14039382246917917409",2012,method
"De la ville décidée à la ville vécue: Émergence et croissances des petites villes indiennes","13116836570895521467",2015,empirical
" «Repenser la géographie économique». Les arrangements du rapport de la Banque Mondiale avec les sciences géographiques urbaines","14743675914846933353",2010,theory
" La logique ternaire de Stéphane Lupasco et le raisonnement géocartographique bioculturel d'Homo geographicus. L'apport de la notion de couplage …","16594389800890650866",2013,theory
"Simulating multi-objective land use optimization allocation using Multi-agent system—A case study in Changsha, China","12940440773219326720",2016,model
"FONDEMENTS THÉORIQUES POUR LA SIMULATION DE SYSTÈMES COMPLEXES EN GÉOGRAPHIE (Volume I-Recherche)","7979854801742559622",2007,theory
"Action and the city. Emergence, complexity, planning","13570023675743760881",2019,theory
" From smart city to artificial intelligence city. Envisaging the future of urban planning","2220148235907099861",NA,theory
"Re-examining historical energy transitions and urban systems in Europe","8057211071971732624",2016,theory
"Dg-abc: An integrated multi-agent and cellular automata urban growth model","1728217308790968968",2014,model
"Distance à la ville et (dé) croissance démographique des espaces ruraux français (1990-2015)","4696249662665820713",2024,empirical
"11. Spatial dynamics of complex urban systems within an evolutionary theory frame","3314134778810006092",2021,theory
"Simulation of urban expansion and encroachment using cellular automata and multi-agent system model—A case study of Tianjin metropolitan region, China","6430101998447017295",2016,model
" Mediterranean land cover change: modelling and monitoring natural vegetation using GIS and remote sensing","11202195649679875173",2005,model
" Vad ska man ha ett land till?: Matchning av bosättning, arbete och produktion för tillväxt","6467632711987783967",2013,NA
"Parameterisation of individual working dynamics","2940178371145868420",2013,model
"Exploring environmental determinism with agent-based simulation of settlement choice","5071169534460850320",2023,method
"La géographie saurait-elle inventer le futur?","6173379672218215704",1998,theory
"Usages des modèles spatiaux pour la prospective","5796879657890911950",2015,theory
"Knowledge-based simulation of settlement systems","10541504006882936249",2001,theory
"The future of India's urbanization","10176450367707757695",2014,theory
"Agents of movement: Intelligence in space-time from mapping to causality","3958212726078379202",2021,theory
"Simple or complicated agent-based models? A complicated issue","2325049008040670439",2016,theory
" The Choice of Actor Variables in Agent-Based Cellular Automata Modelling Using Survey Data. Geographies 2022, 2, 145–160","15494524271231894462",2022,method
"An agent-based platform for simulating complex human–aquifer interactions in managed groundwater systems","10510721217973263312",2015,tool
"Complex urban systems: challenges and integrated solutions for the sustainability and resilience of cities","12719848873554579137",2021,theory
"Chapitre 4. La décroissance urbaine en France: mise en perspective par les recherches sur les Shrinking Cities et les Systèmes urbains","1834594383756149122",2021,theory
"Une plateforme intégrée pour la construction et l'évaluation de modèles de simulation en géographie","16671486187849667501",2015,tool
"Approche multi-agents de couplage de modèles pour la modélisation des systèmes complexes spatiaux: application à l'aménagement urbain de la ville de Métouia","15883222394261748114",2015,model
"Urban settlement transitions","17081766079438925720",2002,theory
"An agent-based model of agricultural land expansion in the mountain forest of Timor Island, Indonesia","7518282936176569487",2024,model
"Modeling gentrification dynamics: A hybrid approach","17071298795551700174",2007,model
"Faire face ou vivre avec les catastrophes? Capacités d'adaptation et capabilités dans les trajectoires de résilience individuelles et territoriales au sein de l'espace …","4622436801984488957",2018,empirical
"Simulación del crecimiento urbano de la zona metropolitana Tepic-Xalisco, México","11398254313493615608",2019,model
"Margin for error and the transparency of knowledge","12054178209294657852",2008,theory
" 基于就业市场的劳动人口区位选择行为的多智能体模拟","4142570325280975648",NA,NA
"Mobilités pour achats et centralités métropolitaines. Le cas de la métropole parisienne","3454829407850341177",2012,empirical
"基于劳动力市场均衡的人口多智能体模拟——快速工业化地区研究","7111206050591685807",2015,NA
"Entre pluralisme et complexité: le rôle des valeurs dans la pratique et l'apport de la géographie humaine. Chronique d'une écriture erranter","5026978017661978018",2006,theory
"Towards a vector agent modelling approach for remote sensing image classification","12000922481815753707",2014,model
"Method of multi-agent system for simulating land-use decision-making behavior of farmer households","3691924072262823978",2013,model
"Using uncertainty and sensitivity analyses in socioecological agent-based models to improve their analytical performance and policy relevance","552515364093615666",2014,method
"The integration of agent-based modelling and geographical information for geospatial simulation","9836296531925215711",2011,theory
" PROPOSITION SUJETS DE THESES CONTRATS DOCTORAUX MINISTERIELS","1244909375916546728",NA,NA
"Multi-agent systems for the simulation of land-use and land-cover change: a review","14559759739366955015",2003,theory
" Planning urban places: a small world network paradigm for dynamic urban placemaking","16016701142590312900",2015,model
" Addressing urban sprawl from the complexity sciences","2661695261096383506",2019,theory
" Examining Human-environment Interactions and Their Impact on Land-cover Change During First Millennia Agriculture in Iberia: An Agent-based Modelling …","13798604197968863985",2023,model
"Analyse de l'évolution urbaine par automate cellulaire. Le modèle SpaCelle","12283525372113647059",2003,model
"Modélisation morphogénétique de moyen terme des villes: une schématisation du modèle théorique de RITCHOT et DESMARAIS dans le cadre du modèle standard …","3652954078846669769",2014,model
"Integrated Urban Evolutionary Modeling∗","5050140100619677380",2004,model
"Configuring the neighbourhood effect in irregular cellular automata based models","7907266317982398840",2017,method
"Amélioration du processus de géosimulation des phénomènes urbains complexes par l'adaptation d'une tessellation Voronoï","1208980211091073431",2010,method
"Developping 2D and 3D multiagent geosimulation, a method and its application: the case of shopping behavior geosimulation in Square One Mall (Toronto)","11732317256650255891",2006,model
"Frontline soldiers of globalisation: Port–city evolution and regional competition","7674974196949636205",2006,empirical
" Systems analysis of the transformation of South African Cities","3334161155908144370",2017,empirical
"A statistical approach to territorial cohesion: the Indian city system","8125571838753829121",2013,empirical
" LE RÔLE DE LA MISE EN TOURISME DES REPRÉSENTATIONS URBAINES DU CONFLIT PASSÉ DANS LE PROCESSUS DE RECONSTRUCTION POST …","15246291384458620790",2024,empirical
"Fractal Reference Figures","4749328151754756796",2024,NA
"Spatial scaling of stable night lights","4704068805408411744",2011,empirical
"Is planning needed? Shrinking cities in the French urban system","10190742561209510698",2017,empirical
"The Brazilian urban system","10802686386315841792",2018,empirical
" Pour une géographie humaine structurale//Eléments of structural geography","1620328112834327146",2001,theory
"Trayectoria demográfica y coevolución del empleo en los Andes del Sur. El caso de las ciudades de la macrozona sur de Chile y su transformación simplificada de …","11797909261932392225",2024,empirical
"Urban research and complexity","17899072448228391724",1998,theory
"La géoprospective: l'émergence d'un nouveau champ de recherche?","3547314760262035851",2012,theory
"Investigating Complexity of İzmir Region by fractal analysis","14390547944914212890",2021,empirical
" Autónoma de México","7789768231059257845",2009,NA
"Generative models of scale-invariant systems of cities: Do they agree with or contradict theoretical and empirical expectations?","17728026516545842819",2025,theory
" Modeling the dynamics of desakota regions: global–local nexus in the Taipei Metropolitan Area","12510893009076627674",2009,model
"Fostering Interdisciplinarity in the Social Sciences. A Critical and Normative Comparison between the Expansionistic and the Merging Boundary Works","7208470225426741813",2024,theory
"Agent‐based modeling of animal movement: a review","16897657300521324155",2010,theory
" URBAN CELLULAR AUTOMATA AND AGENT BASED MODELS FOR THE SIMULATION OF URBAN DYNAMICS: A REVIEW OF PRACTICE AND …","10927686044340558625",2020,theory
" 城市与区域定量研究进展","10227560285219008700",2016,NA
"Geoinformation from the Past","4574030514173832416",2018,theory
"Fractals and geography","3798212767328853692",2022,theory
"State of the art on artificial intelligence in land use simulation","15136681525552140702",2022,theory
" Smart urban futures: Outlining the smart city planning project","15389863480486190995",2021,theory
"Key Driving factors influencing urban growth: Spatial-statistical modelling with Clue-s","8790285009181293661",2013,model
"Geosimulation and Multicriteria Modelling of Residential Land Development in the City of Tehran: A Comparative Analysis of Global and Local Models","12959699282582301516",2017,method
"Evaluation of the SimpopLocal model","6176645948029809412",2017,method
"The territorial dynamics of fast-growing regions: Unsustainable land use change and future policy challenges in Madrid, Spain","14699384261373431887",2011,empirical
" Urban energy systems","12225527243098324323",2013,theory
"A GIS-based irregular cellular automata model of land-use change","1024549880156202307",2007,model
"La mobilité résidentielle en ville. Modélisation par automates cellulaires et système multi-agents à Bogota","9502210527662661600",2002,model
"Multi-agent systems for simulation in Geography: Moving towards an artificial Geography","18429214877041881314",2008,theory
" Integrated design of transport infrastructure and public spaces considering human behavior: A review of state-of-the-art methods and tools","3057208646460930681",2019,theory
"Cellular automata and multi-agent systems as planning support tools","9412614424780606291",2003v,theory
" Les Asentamientos Humanos à Lima: quelles dynamiques d'intégration urbaine?","11886837496300198261",2012,empirical
"Multi-level agent-based simulations: Four design patterns","17667410908601941637",2018,method
"Inequalities between cities","8172471558009894243",2022,empirical
"SIMPOP: a multiagent system for the study of urbanism","1995652142541030470",NA,model
"Evoking embodiment in immersive geosimulation environments","15240234961990333890",2024,theory
" 中国人口转变, 城市化和产业结构演变的对应关系研究","17590205875054926160",2010,NA
" Urban sprawl in France (1950-2000)","16357304669094401969",2002,empirical
"Prospective and participatory integrated assessment of agricultural systems from farm to regional scales: comparison of three modeling approaches","11673604045475880802",2013,method
"Agent-based modeling of hunting and subsistence agriculture on indigenous lands: Understanding interactions between social and ecological systems","3542264974427551238",2014,model
" Modelling Land Cover Change Using Geographic Information Systems, Remote Sensing, an Urbanization-suitability Layer and SLEUTH-3r for Groningen, the …","10660411992911969819",NA,model
" Agent-based modelling of burglary","4161222353737713261",2010,model
"La résurgence/convergence du triptyque «catastrophe-résilience-adaptation» pour (re) penser la «fabrique urbaine» face aux risques climatiques","9884678962221980908",2014,theory
"Simulación de escenarios futuros en la aglomeración urbana de Granada a través de modelos basados en autómatas celulares","8940153811055296269",2010,model
" Industria y ciudades en la era de la mundialización, 1980-1991: un enfoque socioespacial","16471010184484837158",1997,empirical
" Application of a Spatially Explicit, Agent-Based Land Use Conversion Model to Assess Water Quality Outcomes under Buffer Policies","2939047400540666842",2014,model
"Landscape generator: method to generate plausible landscape configurations for participatory spatial plan-making","7281653591424301708",2011,method
" Agent-Based Models for Geographical Systems: A Review","4846748886864200422",2019,theory
" Papers in Evolutionary Economic Geography# 05.05","12448710011476338130",NA,NA
"Agent-based modeling and the city: A gallery of applications","6803778552558890408",2021,theory
"Theoretical principles in interurban simulation models: a comparison","9275283361534313730",2013,theory
"Agent-based modeling of householders' migration behavior and its consequences","17805768340003123101",2003,theory
"Modeling social heterogeneity, neighborhoods and local influences on urban real estate prices: spatial dynamic analyses in the Belo Horizonte Metropolitan Area …","10912730121941720474",2009,model
"A systematic review and meta-analysis of interaction models between transportation networks and territories","7915991050555544362",2020,theory
"Small cities in generalized urbanization and global crisis","720965328509833486",2009,empirical
" Modélisation du déroulement d'activités anthropiques sous contraintes spatio-temporelles","13768912530659186146",2018,model
" Scenarios of Urban Growth in Kenya Using Regionalised Cellular Automata based on Multi temporal Landsat Satellite Data","4936818057322046681",2014,model
"Urban network","1184666003026645930",2020,theory
"Urban geosimulations with the Logic Scoring of Preference method for agent-based decision-making","10652491215842559456",2018,model
" Exploring the sensitivity of recurrent neural network models for forecasting land cover change","6998457577294348805",2021,method
" An analysis of agricultural systems modelling approaches and examples to support future policy development under disruptive changes in New Zealand","11228608242898546671",2022,theory
" Comment maîtriser la demande en mobilité et limiter la dépendance automobile par lʼaménagement du territoire?","4935764503636330413",2006,theory
" Urban development challenges, risks and resilience in Asian mega cities","10755789671645169774",2015,theory
" Cellular automata in modeling and predicting urban densification: Revisiting the literature since 1971","6017599877260477802",2022,theory
"Settlement systems in the evolution","4724119464052133596",2000,theory
"Urban growth models: progress and perspective","8840342317718498548",2016,theory
" Transition Rule Elicitation for Urban Cellular Automata models","7945853339895312156",2003,method
"Co-evolution as the secret of urban complexity","18445563611318122580",2021,theory
"Modeling geographic behavior in riotous crowds","14169316750167086342",2013,model
"Decomposing geographical and universal aspects of human mobility","3410819222522992312",2024,empirical
"Short-Term Rental and Urban Change: An Empirical Systemic Approach","14800715692708570135",2024,empirical
"Quantifying and reducing uncertainty in land use change model projections: Case studies on the implications of increasing bioenergy demands","9419533988997925643",2016,model
"Sidewalk2Synth: generating synthetic embodied locomotion from real-world streetscapes","17307931608333401742",2025,model
"From raster to vector cellular automata models: A new approach to simulate urban growth with the help of graph theory","6795019693771236875",2015,model
" La intensificación de la urbanización en el Paraguay profundo: el despertar de las ciudadesdel interior","13818561042062784820",2014,empirical
"Integrating and validating urban simulation models","1434459575681237060",2021,theory
"An analytical process of the spatio-temporal evolution of urban systems based on allometric and fractal ideas","7872429105606633777",2009,model
" 多尺度城市空间网络研究进展与展望","18013180982358398155",2021,NA
"An agent-integrated irregular automata model of urban land-use dynamics","6201260376312317792",2014,model
" Mondialisation et système de villes: les entreprises étrangères et l'évolution des agglomérations sud-africaines","1306293523429143608",2005,empirical
"A model of urban evolution based on innovation diffusion","9806590537964641047",2020,model
"De la deuxième à la troisième dimension","17726950342578481183",2005,theory
"Modelo de Interacção Espacial: Um Instrumento Para o Planeamento e Análise do Território","2519747424202534878",2020,theory
" 土地利用变化模拟模型及应用研究进展","12744112183284580868",2017,NA
"SUSM: A scenario-based urban growth simulation model using remote sensing data","17644812011897377344",2019,model
"LUTI operational models review based on the proposition of an a priori ALUTI conceptual model","12441965766884541864",2019,theory
